image_id,tile_id,region_id,area,rad51_count_th0.15,rad51_area_th0.15,rad51_count_th0.2,rad51_area_th0.2,rad51_count_th0.25,rad51_area_th0.25,prob_count_th0.3,prob_area_th0.3,prob_count_th0.365,prob_area_th0.365,prob_count_th0.4,prob_area_th0.4
A1,tile_04,31,837.0,9,0.04045327059580644,2,0.007506792481696041,1,0.0037533962408480203,5,0.11093372996705123,3,0.05046233310494372,1,0.02043516006378575
A1,tile_04,32,803.0,1,0.0039123196184181735,1,0.0039123196184181735,1,0.0039123196184181735,1,0.01564927890915354,1,0.01564927890915354,1,0.01564927890915354
A1,tile_04,33,821.0,10,0.04506818531337367,3,0.011479632108123482,0,0.0,3,0.10374185838594797,3,0.10374185838594797,2,0.08843568530065278
A1,tile_04,34,107.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
A1,tile_04,35,140.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
A1,tile_05,1,991.0,14,0.07150390275577172,8,0.03275794559747178,3,0.009510371302491806,6,0.12610048049634207,4,0.06974272819388165,3,0.05706223565803166
A1,tile_05,2,948.0,4,0.013255665205020225,0,0.0,0,0.0,1,0.029825246786769434,0,0.0,0,0.0
A1,tile_05,3,57.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
A1,tile_05,4,517.0,7,0.0425360707449295,6,0.03645948920993957,4,0.024306326139959714,1,0.0816962649789954,1,0.0816962649789954,1,0.0816962649789954
A1,tile_05,5,897.0,11,0.04124969915527289,8,0.03074270031383546,6,0.023738034419543835,3,0.1346452557788113,3,0.1346452557788113,2,0.10312425492200564
A1,tile_05,6,222.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
A1,tile_05,7,983.0,13,0.04900415804175331,8,0.028053104965931237,4,0.015269411563734726,5,0.1001389388029112,4,0.07741236953502512,3,0.06853480450619516
A1,tile_05,8,1273.0,21,0.0581319405220421,13,0.03208225019376851,6,0.014807192397123926,9,0.1428620127927386,4,0.09898882294300496,1,0.009871461872781062
A1,tile_05,9,1799.0,35,0.0642250119410921,22,0.041523119502700025,15,0.02929902357433506,7,0.12379323250058627,2,0.031821460310388364,1,0.012418130956271279
A1,tile_05,10,1210.0,15,0.040964752691437165,11,0.030579322431636188,6,0.015578145389701453,7,0.09491129473221203,5,0.08048708576801394,4,0.0732749812859149
A1,tile_05,11,218.0,6,0.13450243776837034,2,0.06564999938694266,0,0.0,1,0.10247806234097262,0,0.0,0,0.0
A1,tile_05,12,1569.0,28,0.07208243182232797,17,0.04649761805823007,11,0.025584813764097887,8,0.13927039103267905,6,0.10678879571918319,3,0.055841639210571524
A1,tile_05,13,959.0,17,0.08444554462204057,12,0.04185878289454597,6,0.019655428489612888,4,0.18672657510162768,2,0.10482895486173341,1,0.052414477430866704
A1,tile_05,14,1164.0,19,0.051280292455503515,9,0.02429066484734376,6,0.016193776564895842,6,0.09446370888411794,5,0.08696658996372289,3,0.04858133637208709
A1,tile_05,15,1318.0,14,0.050055725133069544,6,0.020393073202361667,4,0.011388339580539631,8,0.15970162375743907,5,0.10249506902622345,2,0.047936967725276225
A1,tile_05,16,2037.0,43,0.08568135748622135,36,0.07025871313870154,26,0.042497953313165825,9,0.14840012083582627,1,0.006169057910677611,0,0.0
A1,tile_05,17,1459.0,16,0.05622376617116758,13,0.027992258051177048,9,0.0193792555738918,7,0.11579704676857544,6,0.10981578970707141,6,0.10981578970707141
A1,tile_05,18,467.0,7,0.13080626085610608,3,0.10389754433713566,2,0.09717036520739306,4,0.20929002455521448,1,0.10763486907109458,1,0.10763486907109458
A1,tile_05,19,1236.0,18,0.0858543839168732,14,0.07568741740040136,10,0.02937123660314082,6,0.16210664668901067,2,0.08133573439514753,1,0.040667867197573766
A1,tile_05,20,1038.0,11,0.052460763643760205,6,0.03732785105421398,1,0.005380591142949764,6,0.14493967986060935,4,0.10929325963720421,4,0.10929325963720421
A1,tile_05,21,1256.0,17,0.04446698731195746,5,0.01250634018148803,2,0.005002536072595212,6,0.10088447400718738,1,0.022511412383644444,1,0.022511412383644444
A1,tile_05,22,1255.0,23,0.09901788266294527,17,0.04644940001323555,13,0.03643635569900512,8,0.20248602756940987,0,0.0,0,0.0
A1,tile_05,23,1247.0,12,0.03219131739845195,9,0.024633355922293664,5,0.014556073954082621,9,0.16627518348724438,4,0.0758595409255651,1,0.033870865271965214
A1,tile_05,24,1380.0,28,0.09004887155217126,21,0.055901125317499564,16,0.04451854323927566,6,0.15252661221269248,4,0.07967807935631793,1,0.030606499271116396
A1,tile_05,25,489.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
A1,tile_05,26,1353.0,18,0.051856789305374774,13,0.040247060356410264,7,0.022187481991354376,10,0.1695020722179878,8,0.156086382474709,7,0.14344467309696624
A1,tile_05,27,942.0,15,0.05521317591234717,9,0.03520303162196631,4,0.01852791137998227,6,0.15341112011304073,3,0.1248781240669785,2,0.07151774185731406
A1,tile_05,28,1226.0,13,0.04897171800049345,7,0.0335968763026641,5,0.012812368081524441,4,0.1221445901942292,2,0.0754506171819242,2,0.0754506171819242
A1,tile_05,29,1533.0,14,0.033927470130092,9,0.023680918748520585,4,0.008197241105257125,6,0.11202897422078849,5,0.1063364405921294,4,0.07354747277027784
A1,tile_05,30,1222.0,11,0.028279475605145436,6,0.015425168511897512,2,0.005141722837299171,5,0.07826845384463546,2,0.04827506569520541,2,0.04827506569520541
A1,tile_05,31,1375.0,21,0.08022167907348485,18,0.0733672951020162,10,0.022847946571562132,9,0.1690748291015625,2,0.061435591264204545,1,0.030717795632102272
A1,tile_05,32,225.0,3,0.041887902047863905,2,0.027925268031909273,1,0.013962634015954637,2,0.3226919894748264,1,0.09928985595703126,1,0.09928985595703126
A1,tile_05,33,1101.0,14,0.07228611615889322,15,0.05231232090446219,8,0.022827194576492592,6,0.16549717264755762,1,0.015535176179281265,0,0.0
A1,tile_05,34,1776.0,22,0.04029194782194118,14,0.0247648069539736,10,0.01768914782426685,10,0.14269248000136367,5,0.06446712940662831,4,0.04854689417658625
A1,tile_05,35,305.0,10,0.14992664394180796,3,0.03090091134678485,0,0.0,1,0.16480486510229891,0,0.0,0,0.0
A1,tile_05,36,1553.0,13,0.026297942367461247,6,0.01213751186190519,4,0.008091674574603459,5,0.03843545760174989,4,0.03281623904196892,2,0.016632888214248884
A1,tile_05,37,61.0,2,0.14305977475363357,1,0.09155825584232548,1,0.09155825584232548,1,0.3662330752513448,1,0.3662330752513448,1,0.3662330752513448
A1,tile_05,38,1402.0,11,0.024648729807052582,6,0.013444761712937774,5,0.011203968094114811,6,0.0515382578981756,5,0.04531383106269782,5,0.04531383106269782
A1,tile_05,39,928.0,11,0.039871745842973906,5,0.01692668455597949,3,0.010156010733587694,7,0.16512921760822163,3,0.08200038712600181,1,0.018431281221324
A1,tile_05,40,1814.0,26,0.046375341756409436,17,0.02944160700718109,11,0.019050451592881875,11,0.1385487532273937,5,0.06581065252571149,1,0.012315445198639488
A1,tile_05,41,2213.0,22,0.031231377487110475,12,0.01703529681115116,6,0.00851764840557558,9,0.08359915435556584,7,0.06388236492724102,5,0.0522100325359029
A1,tile_05,42,2032.0,15,0.02319089065149946,6,0.009276356260599783,3,0.004638178130299891,9,0.09585568285363866,7,0.086922893373985,3,0.038823270422267166
A1,tile_05,43,1480.0,21,0.04622763964741739,9,0.0191042796502082,6,0.012736186433472135,11,0.11085200954127956,5,0.06415265057538007,2,0.03514244491989548
A1,tile_05,44,1042.0,11,0.03785454999527049,2,0.006029928317830697,1,0.0030149641589153485,6,0.09044893231822067,5,0.0783890780926666,3,0.04053452284917264
A1,tile_06,1,1956.0,31,0.061389904160127746,19,0.03426413255448991,6,0.009636787280950286,10,0.09351252924445216,9,0.07566662653823572,5,0.04390092471382125
A1,tile_06,2,1922.0,44,0.11296511911971617,34,0.08354333568339145,22,0.04013712431745546,9,0.1196849239480359,3,0.03632319407706206,2,0.029785019301971215
A1,tile_06,3,1596.0,23,0.0662700204704614,13,0.039149616053506905,8,0.02930753380541857,8,0.10498222790863879,3,0.051178829413010066,0,0.0
A1,tile_06,4,1335.0,26,0.07556556611630882,18,0.04837242121632226,10,0.025362837070179767,6,0.1281215596288331,2,0.033468490772033004,1,0.016734245386016502
A1,tile_06,5,980.0,23,0.09545882439479193,9,0.03846848147252808,5,0.0160285339468867,2,0.07408744656309789,1,0.05129131005734813,0,0.0
A1,tile_06,6,1919.0,27,0.05184146293052464,16,0.028740179449203138,8,0.01309679063507991,14,0.13878963563888255,9,0.09004045240949876,6,0.058389863475900944
A1,tile_06,7,1285.0,16,0.06573847143698487,9,0.04672321110397271,7,0.017113734299710935,3,0.09561959945738084,2,0.07823421611860104,2,0.07823421611860104
A1,tile_06,8,1455.0,27,0.10891814163648458,17,0.0686136310749661,14,0.03670589354709725,6,0.1619377739241033,2,0.053979256226844394,0,0.0
A1,tile_06,9,1739.0,14,0.02669681317024104,5,0.00903275633579584,1,0.001806551267159168,9,0.0859115626909323,3,0.029908463761613175,1,0.012846588608586562
A1,tile_06,10,966.0,14,0.13622963312667954,11,0.07371576964944995,11,0.04083275475680316,4,0.17923051032467166,0,0.0,0,0.0
A1,tile_06,11,987.0,14,0.06118378127558642,6,0.01909782768139692,4,0.012731885120931279,6,0.17470976453663248,5,0.12378221877077793,5,0.12378221877077793
A1,tile_06,12,1592.0,35,0.08770498753740352,20,0.04451028117523228,14,0.02916190835618666,7,0.13703905038498154,1,0.03157379639208616,1,0.03157379639208616
A1,tile_06,13,1711.0,37,0.13444441578775718,30,0.07120045691946478,19,0.046310898913233534,6,0.1311802198007607,0,0.0,0,0.0
A1,tile_06,14,1463.0,36,0.09758573671437878,25,0.05917179145517346,17,0.03650517779290943,10,0.19612587793836508,3,0.0820770055075989,0,0.0
A1,tile_06,15,1666.0,38,0.12487589846201921,25,0.05761891288096528,16,0.03499039436771346,7,0.1403806395605117,1,0.02095233463868946,0,0.0
A1,tile_06,16,1026.0,18,0.057497201478955505,8,0.024495849150797607,3,0.009185943431549102,7,0.14697511014882583,0,0.0,0,0.0
A1,tile_06,17,1576.0,18,0.056036586390173275,10,0.0199339635380063,5,0.00996698176900315,6,0.04296876936394551,0,0.0,0,0.0
A1,tile_06,18,1354.0,17,0.041248549530146644,8,0.018561847288565986,4,0.009280923644282993,9,0.13844045754549597,3,0.086879758398149,2,0.049756065605310075
A1,tile_06,19,1736.0,18,0.03257411737593105,6,0.010858039125310345,3,0.005429019562655173,8,0.07057726108533446,6,0.06414286881547919,5,0.04403538418255643
A1,tile_06,20,1828.0,30,0.06626140595645871,14,0.03437191087078549,9,0.02062314652247129,11,0.17892489443722648,4,0.07981921807420593,3,0.07046241676781319
A1,tile_06,21,1144.0,5,0.013730737122333012,2,0.005492294848933205,0,0.0,2,0.009764081114655609,0,0.0,0,0.0
A1,tile_06,22,239.0,2,0.0365131642676638,1,0.013144739136358967,1,0.013144739136358967,2,0.23368426845662266,1,0.0715658116041367,0,0.0
A1,tile_06,23,1094.0,4,0.013720138544013926,2,0.007976824734891818,1,0.002871656904561054,4,0.05424241479179759,3,0.04275578598217729,3,0.04275578598217729
A1,tile_06,24,626.0,14,0.14107613442637876,9,0.07583539241892295,3,0.015055555847874408,5,0.2905164968472319,3,0.19627984872641274,3,0.19627984872641274
A1,tile_07,1,448.0,13,0.2018036947618444,5,0.040516571921296936,4,0.028049934407051724,4,0.2633577414921352,1,0.11219974075044904,0,0.0
A1,tile_07,2,788.0,6,0.033223272563343835,4,0.025249687148141315,3,0.021262894440540053,4,0.09036731235872066,4,0.09036731235872066,4,0.09036731235872066
A1,tile_07,3,850.0,11,0.059546527420983014,3,0.02053328531758035,2,0.010266642658790175,5,0.12935972325942097,4,0.10923709644990809,3,0.08911446964039522
A1,tile_07,4,1263.0,19,0.0801497202024316,9,0.022386645987575723,5,0.01243702554865318,10,0.12658130829993072,7,0.10834032603888312,5,0.0945213964225183
A1,tile_07,5,959.0,7,0.022931333237881702,3,0.009827714244806444,2,0.006551809496537629,3,0.09354528719491333,3,0.09354528719491333,2,0.03567096761916303
A1,tile_07,6,1185.0,13,0.03446472953305259,10,0.02651133041004045,8,0.021209064328032358,5,0.12489783693466508,3,0.090727671691637,2,0.04830954185518031
A1,tile_07,7,1454.0,20,0.053536234277130064,13,0.028088517535534603,5,0.010803275975205615,11,0.21582547572160848,5,0.11283422205110363,1,0.03457048408266931
A1,tile_07,8,1910.0,25,0.043678920547292666,14,0.02430667963510428,8,0.014437802189272464,12,0.15333312668725457,7,0.07968205956264317,4,0.06396494760563236
A1,tile_07,9,1267.0,15,0.055652171886796296,7,0.01735686548944637,6,0.014877313276668318,8,0.1421610072737335,4,0.0967025455754859,2,0.04986655364002689
A1,tile_07,10,1340.0,21,0.09143441305224026,14,0.06798969175679404,14,0.03282260981362471,8,0.19667517818621735,2,0.05418335644166861,0,0.0
A1,tile_07,11,983.0,19,0.10617567575713219,10,0.031959233505491284,5,0.015979616752745642,6,0.21909831329376747,2,0.034800058948908794,0,0.0
A1,tile_07,12,1281.0,17,0.054771456619962584,16,0.052319003338471726,13,0.04496164349399913,9,0.20546110750268345,5,0.1160827922597702,4,0.07684354164189049
A1,tile_07,13,1075.0,12,0.03734192818220426,9,0.02857469286986065,6,0.019807457557517043,10,0.1746953352107558,7,0.14254878554233286,4,0.11105166413063226
A1,tile_07,14,1116.0,22,0.06912504743561773,14,0.03941066052890422,11,0.030965518986996166,8,0.18016305191969786,3,0.060679910858044916,0,0.0
A1,tile_07,15,979.0,13,0.13976896154888194,9,0.05455268142086465,6,0.019253887560305168,6,0.19610442959373403,2,0.05170025693992794,1,0.0288808314135418
A1,tile_07,16,297.0,2,0.02115550608477975,1,0.010577753042389875,0,0.0,1,0.0575899965433962,1,0.0575899965433962,1,0.0575899965433962
A1,tile_07,17,1320.0,14,0.040459905387141275,8,0.019039955476301777,6,0.014279966607226332,7,0.120057504827326,4,0.04257546049175841,2,0.026444385990952002
A1,tile_07,18,732.0,5,0.034334345940872056,1,0.004291793242609007,0,0.0,3,0.07152989392723542,1,0.04768659768860197,0,0.0
A1,tile_07,19,466.0,4,0.22921491463959864,3,0.02022484540937635,2,0.013483230272917568,3,0.23445839943292315,2,0.21573169036996212,1,0.10786584518498106
A1,tile_07,20,1231.0,11,0.034594665920927414,6,0.021834338327142707,1,0.00255206551875694,7,0.1361101709857014,4,0.07429346352646159,4,0.07429346352646159
A1,tile_07,21,1118.0,9,0.02529010186252964,3,0.008430033954176547,2,0.005620022636117698,7,0.12551384449858144,2,0.03122235197500594,0,0.0
A1,tile_07,22,813.0,11,0.13954046910163767,10,0.03864197605891505,6,0.023185185635349027,5,0.1661604990378517,3,0.1446927341587869,0,0.0
A1,tile_07,23,1281.0,17,0.09809813125963446,11,0.05749640471050797,8,0.021527089915308672,8,0.22072080184853143,6,0.21200096970140514,2,0.06131133318505745
A1,tile_07,24,847.0,11,0.050278670305385645,6,0.028848417388336024,3,0.017721170681406415,4,0.13352696982860002,3,0.12693304717188883,2,0.10055734753749447
A1,tile_07,25,1206.0,16,0.0477577656018349,8,0.02489192631368364,2,0.005209938065654715,6,0.13574784312082167,1,0.023444721354773983,0,0.0
A1,tile_07,26,1181.0,13,0.038719412703007154,7,0.022758738764362976,2,0.005320224646214722,4,0.09310393692778896,2,0.04285736794596905,2,0.04285736794596905
A1,tile_07,27,500.0,8,0.07400196028455958,5,0.05026548245743669,0,0.0,4,0.10471976470947265,2,0.04258603668212891,1,0.025132741928100586
A1,tile_07,28,1566.0,19,0.041682831433325636,11,0.02206738134705474,4,0.008024502308019906,8,0.10476434154681015,6,0.07868470816776671,6,0.07868470816776671
A1,tile_07,29,1152.0,22,0.06423781274701354,7,0.0212105985485422,4,0.01090830782496456,6,0.15907949871487087,3,0.0639348030090332,3,0.0639348030090332
A1,tile_07,30,1308.0,15,0.042165446760719295,9,0.02775447128553674,8,0.025352642039672982,7,0.2030880196014311,6,0.1582538709727996,5,0.1486465500764526
A1,tile_07,31,1243.0,20,0.055041759194028754,12,0.03482233744928348,7,0.017691994026652093,5,0.16035125069529993,3,0.0859325467245481,1,0.03397986242489189
A1,tile_07,32,1206.0,7,0.018234783229791503,5,0.013024845164136788,4,0.01041987613130943,5,0.07496522868648295,5,0.07496522868648295,4,0.06078261443433872
A1,tile_07,33,1240.0,5,0.017171787801879695,5,0.017171787801879695,4,0.01463824533930728,3,0.09120752888341103,3,0.09120752888341103,3,0.09120752888341103
A1,tile_07,34,1204.0,6,0.020294526185980575,5,0.013046481119558941,2,0.005218592447823577,4,0.08523701512536337,2,0.04899678594646264,1,0.041748740744353134
A1,tile_07,35,1027.0,7,0.02923044122132665,4,0.020053442233235724,2,0.008497221285269375,5,0.09414921716914786,5,0.09414921716914786,3,0.06525866871567293
A1,tile_07,36,1348.0,20,0.050236479953546,11,0.02744879832513337,5,0.013465448234971089,7,0.11963534708900339,5,0.09762450990761777,2,0.04246795778812216
A1,tile_07,37,1326.0,15,0.03553837843427369,7,0.01658457660266105,6,0.01421535137370947,7,0.1095108791713801,7,0.1095108791713801,6,0.10292969210295295
A1,tile_07,38,1020.0,12,0.036959913571644624,5,0.01539996398818526,3,0.009239978392911156,5,0.10882642409380744,4,0.10027088838465073,2,0.046542119044883576
A1,tile_07,39,378.0,7,0.08403437139231956,4,0.059101096363829146,0,0.0,1,0.04524928299838273,0,0.0,0,0.0
A1,tile_07,40,750.0,7,0.0707440123475035,4,0.029321531433504737,1,0.0041887902047863905,4,0.17592919921875,4,0.17592919921875,4,0.17592919921875
A1,tile_07,41,464.0,2,0.013541347644783592,0,0.0,0,0.0,1,0.018807429691840863,1,0.018807429691840863,0,0.0
A1,tile_07,42,477.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
A1,tile_07,43,836.0,7,0.032150802010421864,3,0.014196458030575888,2,0.007515771898540175,2,0.03549114939128383,2,0.03549114939128383,0,0.0
A1,tile_08,1,1079.0,14,0.04820279120429196,2,0.005823155984411109,1,0.0029115779922055545,3,0.059849114192648,2,0.02749823993615689,2,0.02749823993615689
A1,tile_08,2,232.0,5,0.23923047505784342,2,0.061688361492903014,0,0.0,2,0.3129555932406721,0,0.0,0,0.0
A1,tile_08,3,275.0,6,0.09773843811168245,1,0.011423973285781066,0,0.0,1,0.18278357765891334,1,0.18278357765891334,1,0.18278357765891334
A1,tile_08,4,825.0,7,0.06812072959299081,3,0.041464791926168316,0,0.0,4,0.15951253255208334,4,0.10916242194898201,3,0.09858466870857008
A1,tile_08,5,127.0,2,0.29959195034233366,2,0.049473900056532176,0,0.0,1,0.395791211466151,1,0.395791211466151,1,0.395791211466151
A1,tile_08,6,683.0,14,0.07155083317107064,6,0.027598178508841522,4,0.018398785672561015,4,0.09199393231907142,3,0.0792169975850453,3,0.0792169975850453
A1,tile_08,7,1156.0,12,0.04076461055696099,6,0.016305844222784395,2,0.0054352814075947975,4,0.11534874991974615,4,0.11534874991974615,4,0.11534874991974615
A1,tile_08,8,1067.0,11,0.05594213722418563,5,0.01472161505899622,3,0.008832969035397731,6,0.14525328960615336,5,0.13707460726994494,4,0.1105756965215338
A1,tile_08,9,1651.0,8,0.015222738478932976,6,0.011417053859199732,5,0.00951421154933311,6,0.04735963522196538,4,0.038691131942998565,4,0.038691131942998565
A1,tile_08,10,1405.0,16,0.03577614409781972,7,0.01565206304279612,5,0.011180045030568658,6,0.11701781792148576,5,0.10111730175086188,2,0.06583804744842638
A1,tile_08,11,676.0,9,0.07384085296899087,2,0.01290924002954386,1,0.004647326410635789,2,0.10430666680872087,1,0.04182593780156423,1,0.04182593780156423
A1,tile_08,12,1079.0,7,0.056614016515107994,5,0.014557889961027772,2,0.005823155984411109,6,0.12099224157748784,3,0.08443576080916212,2,0.05823156234840202
A1,tile_08,13,1736.0,22,0.04122033371645596,11,0.021313928653386972,8,0.0158849090907318,12,0.15140934254167265,8,0.11521587283929921,5,0.06836543984127484
A1,tile_08,14,750.0,9,0.06283185307179588,1,0.0041887902047863905,0,0.0,3,0.06981317647298177,0,0.0,0,0.0
A1,tile_08,15,1294.0,12,0.05988610416425676,7,0.02077130639931428,6,0.018343491365628194,7,0.1354181445916248,4,0.07256469844482044,2,0.02400839568289944
A1,tile_08,16,1511.0,13,0.028646039344446976,10,0.022408595293639966,6,0.012474888101614004,8,0.16309761133200282,7,0.14831256172185225,2,0.06653273839338342
A1,tile_08,17,1094.0,17,0.06158108695336484,12,0.047222802430559555,7,0.02010159833192738,8,0.19240102820248228,6,0.16527981383273108,5,0.13943489813935386
A1,tile_08,18,1585.0,8,0.01938031219880139,2,0.0039641547679366475,1,0.0019820773839683238,8,0.08941372170433261,5,0.059021867336910984,4,0.044927092831969634
A1,tile_08,19,1234.0,23,0.06251503479590713,18,0.049785729068233725,12,0.034510562195025636,9,0.22743029725802774,3,0.0775073281756483,0,0.0
A1,tile_08,20,1380.0,19,0.04502443577608562,14,0.03364185369786172,10,0.024535788035282603,11,0.15606786755548008,4,0.05969532399937726,2,0.018212131831956947
A1,tile_08,21,1006.0,10,0.03122855520466991,4,0.012491422081867964,3,0.009368566561400974,4,0.08223519600172403,3,0.07668345396371769,2,0.05447648201974675
A1,tile_08,22,1077.0,11,0.040837787511845046,8,0.03208683304502109,5,0.014584924111373227,6,0.16788868740297846,4,0.10954898136461234,3,0.08329612143967256
A1,tile_08,23,1381.0,19,0.06723498639109222,11,0.029067757274344377,6,0.013649207763605184,7,0.12612879681984296,4,0.0682460445152686,3,0.052069203392653085
A1,tile_08,24,1397.0,13,0.033232468219791825,10,0.026486027302991974,5,0.01524195910832557,7,0.13417923749133187,5,0.09195150540569635,5,0.09195150540569635
A1,tile_08,25,1447.0,24,0.06585692961913646,16,0.04679942983923982,9,0.03160167685020832,6,0.19226365264070058,2,0.06392706058399382,0,0.0
A1,tile_08,26,1316.0,10,0.028116246308723242,8,0.023341789388374008,8,0.023341789388374008,8,0.15066064527331877,2,0.049070810474523295,2,0.049070810474523295
A1,tile_08,27,1465.0,9,0.020967778044436995,5,0.012390050662621862,1,0.0038123232808067267,6,0.07124279660169582,4,0.05670831569632573,4,0.05670831569632573
A1,tile_08,28,729.0,3,0.012928364829587626,1,0.0043094549431958755,0,0.0,3,0.09385035427182463,1,0.06895128100987816,1,0.06895128100987816
A1,tile_08,29,1070.0,6,0.10569844441984352,2,0.04991315430937055,0,0.0,5,0.12559845826336158,3,0.10569844468731747,2,0.09395417543215172
A1,tile_08,30,1724.0,7,0.014173207382784579,5,0.009111347603218658,3,0.005466808561931194,6,0.04494932134853991,6,0.04494932134853991,4,0.034825599387184374
A1,tile_08,31,835.0,10,0.048911023349302175,3,0.011287159234454346,1,0.0037623864114847824,3,0.057689931721030596,2,0.037205825166074104,2,0.037205825166074104
A1,tile_08,32,1912.0,30,0.04929277176134616,18,0.029575663056807686,10,0.01643092392044871,10,0.12231911375931616,6,0.09456910648106531,3,0.024828954720596888
A1,tile_08,33,1320.0,14,0.03331992208352812,7,0.016659961041764055,6,0.014279966607226332,8,0.1406841162479285,7,0.13116413463245738,5,0.10471975153142755
A1,tile_08,34,722.0,8,0.07687184240085829,5,0.029491713122341858,3,0.020789240397716388,4,0.17259905278847817,5,0.14842551698975287,4,0.1363387490903902
A1,tile_08,35,1455.0,14,0.03190773752786885,10,0.023271056693257724,8,0.01895271627595217,8,0.129550233821279,7,0.09500350689969932,5,0.08300810613992697
